timestamp,stage,group,topic,partition,current_offset,log_end_offset,lag
2026-08-05T03:59:14,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:59:14,dlq_check,notification-group,delivery-risk-events,0,11163,11406,243
2026-08-05T03:59:25,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:59:25,dlq_check,notification-group,delivery-risk-events,0,11167,11406,239
2026-08-05T03:59:37,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:59:37,dlq_check,notification-group,delivery-risk-events,0,11174,11406,232
2026-08-05T03:59:47,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:59:47,dlq_check,notification-group,delivery-risk-events,0,11181,11406,225
2026-08-05T03:59:58,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:59:58,dlq_check,notification-group,delivery-risk-events,0,11184,11406,222
2026-08-05T04:00:09,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:00:09,dlq_check,notification-group,delivery-risk-events,0,11188,11406,218
2026-08-05T04:00:20,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:00:20,dlq_check,notification-group,delivery-risk-events,0,11192,11406,214
2026-08-05T04:00:31,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:00:31,dlq_check,notification-group,delivery-risk-events,0,11194,11406,212
2026-08-05T04:00:42,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:00:42,dlq_check,notification-group,delivery-risk-events,0,11195,11406,211
2026-08-05T04:00:52,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:00:52,dlq_check,notification-group,delivery-risk-events,0,11202,11406,204
2026-08-05T04:01:04,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:01:04,dlq_check,notification-group,delivery-risk-events,0,11208,11406,198
2026-08-05T04:01:14,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:01:14,dlq_check,notification-group,delivery-risk-events,0,11211,11406,195
2026-08-05T04:01:25,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:01:25,dlq_check,notification-group,delivery-risk-events,0,11214,11406,192
2026-08-05T04:01:36,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:01:36,dlq_check,notification-group,delivery-risk-events,0,11215,11406,191
2026-08-05T04:01:46,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:01:46,dlq_check,notification-group,delivery-risk-events,0,11223,11406,183
2026-08-05T04:01:57,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:01:57,dlq_check,notification-group,delivery-risk-events,0,11225,11406,181
2026-08-05T04:02:07,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:02:07,dlq_check,notification-group,delivery-risk-events,0,11228,11406,178
2026-08-05T04:02:18,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:02:18,dlq_check,notification-group,delivery-risk-events,0,11229,11406,177
2026-08-05T04:02:29,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:02:29,dlq_check,notification-group,delivery-risk-events,0,11236,11406,170
2026-08-05T04:02:40,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:02:40,dlq_check,notification-group,delivery-risk-events,0,11242,11406,164
2026-08-05T04:02:51,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:02:51,dlq_check,notification-group,delivery-risk-events,0,11246,11406,160
2026-08-05T04:03:01,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:03:01,dlq_check,notification-group,delivery-risk-events,0,11252,11406,154
2026-08-05T04:03:12,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:03:12,dlq_check,notification-group,delivery-risk-events,0,11253,11406,153
2026-08-05T04:03:23,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:03:23,dlq_check,notification-group,delivery-risk-events,0,11256,11406,150
2026-08-05T04:03:34,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:03:34,dlq_check,notification-group,delivery-risk-events,0,11257,11406,149
2026-08-05T04:03:44,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:03:44,dlq_check,notification-group,delivery-risk-events,0,11259,11406,147
2026-08-05T04:03:55,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:03:55,dlq_check,notification-group,delivery-risk-events,0,11263,11406,143
2026-08-05T04:04:06,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:04:06,dlq_check,notification-group,delivery-risk-events,0,11264,11406,142
2026-08-05T04:04:17,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:04:17,dlq_check,notification-group,delivery-risk-events,0,11270,11406,136
2026-08-05T04:04:28,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:04:28,dlq_check,notification-group,delivery-risk-events,0,11274,11406,132
2026-08-05T04:04:38,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T04:04:38,dlq_check,notification-group,delivery-risk-events,0,11278,11406,128
2026-08-05T04:04:49,dlq_check,weather-group,order-events,0,11443,11443,0
